answer,baller,best,body,brown,case,chad,come,crime,division,duo,family,favorite,flop,forever,god,good,great,guy,hand,hangout,hell,hide,imagine,invent,king,know,lost,lower,luck,make,marquise,nba,neglect,place,power,pray,prayer,program,route,runner,sad,scene,soccer,speed,sure,talk,tatum,team,think,time,today,town,true,trust,tune,underestimate,way,work,young
0.0,0.0,19.727004440831966,0.0,52.70625706623971,0.0,0.0,0.0,0.0,0.0,74.75680681102651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.49933143279853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.89249122867533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.75680681102651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.44688145034903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.22344072517451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.89249122867533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.97412445707639,0.0,0.0,0.0,0.0,0.0,21.86413393932286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,59.751526233928914,0.0,0.0,52.70625706623971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.894874846530996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.22344072517451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.66293881955666,74.75680681102651,0.0,0.0,0.0,54.66293881955666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.9661085181147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.98338065264072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.97412445707639,0.0,0.0,0.0,0.0,20.27761371767621,0.0,0.0,15.052565113863617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.62326864803634,0.0,22.042632062161584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.45466746447089,15.976127316014852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.626405697166597,0.0,0.0,0.0,0.0,0.0,15.052565113863617,0.0,0.0,0.0,35.665419693008566,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.603914879208453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.89390917229,0.0,42.3298018572041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1942.620060443304,40.24147383862923,0.0,0.0,126.98940557161231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.08578555285975
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.050770224272856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.2510789247149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.75680681102651,0.0,35.26164526634597,45.89249122867533,1942.620060443304,0.0,0.0,0.0,0.0,51.00994201930082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.51604702236087,0.0,87.22344072517451,21.689677873367852,18.62326864803634,0.0
39.041335357373846,0.0,0.0,0.0,0.0,0.0,87.22344072517451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.40292481758867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.26164526634597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.104841326661933,0.0,0.0,21.86413393932286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,19.727004440831966,39.62484211059956,0.0,41.58930814682806,0.0,0.0,54.66293881955666,0.0,0.0,0.0,31.11574556163788,0.0,0.0,0.0,0.0,16.74712374503587,0.0,0.0,0.0,0.0,59.751526233928914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.51010008586304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.104841326661933,0.0,0.0,0.0,14.793928372679053,0.0,0.0,35.665419693008566,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.921705859634642,0.0,0.0,0.0,0.0,0.0,0.0,44.89390917229,0.0,0.0,0.0,0.0,0.0,87.22344072517451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.98338065264072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
